id,name.local,name.en,name.slug,code.id,children_count.tabanca,geo.lat,geo.lon
GW0800,Sector Autonomo de Bissau,Sector Autonomo de Bissau,sector-autonomo-de-bissau-gw0800,GW0800,0,11.869,-15.612
